Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,nicotine_strength (product.metafields.custom.nicotine_strength),Showcase - Best Seller (product.metafields.custom.showcase_best_seller),Showcase - Featured (product.metafields.custom.showcase_featured),Showcase - Hero Accessories (product.metafields.custom.showcase_hero_accessories),Showcase - Hero CBD (product.metafields.custom.showcase_hero_cbd),Showcase - Hero Devices (product.metafields.custom.showcase_hero_devices),Showcase - Hero Disposables (product.metafields.custom.showcase_hero_disposables),Showcase - Hero E-Liquids (product.metafields.custom.showcase_hero_eliquids),Showcase - Hero Nicotine Pouches (product.metafields.custom.showcase_hero_nicotine_pouches),Showcase - Hero Pods/Coils (product.metafields.custom.showcase_hero_pods_coils),Showcase - New Arrival (product.metafields.custom.showcase_new_arrival),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),E-liquid variety (product.metafields.shopify.e-liquid-variety),VG/PG ratio (product.metafields.shopify.vg-pg-ratio),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
6mg-velo-medium-strength-nicotine-pouches-20-pouches,,,,,,,,,Watermelon Ice,,,,,,,,VeloPouchesMini6mgWatermelonIce,31.7514659,shopify,0,deny,manual,4.48,5.6,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289015.webp?v=1763955260,4,267289015.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.8,
6mg-velo-medium-strength-nicotine-pouches-20-pouches,,,,,,,,,Tropical Mango,,,,,,,,VeloPouches6mgTropicalMango,31.7514659,shopify,0,deny,manual,4.48,5.6,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289016.webp?v=1763955261,5,267289016.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.8,
6mg-velo-medium-strength-nicotine-pouches-20-pouches,,,,,,,,,Tropical Ice,,,,,,,,VeloPouches6mgTropicalIce,31.7514659,shopify,0,deny,manual,4.48,5.6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.8,
6mg-velo-medium-strength-nicotine-pouches-20-pouches,,,,,,,,,Orange Ice,,,,,,,,VeloPouches6mgOrangeIce,31.7514659,shopify,0,deny,manual,4.48,5.6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.8,
6mg-velo-medium-strength-nicotine-pouches-20-pouches,,,,,,,,,Ruby Berry,,,,,,,,VeloPouches6mgRubyBerry,31.7514659,shopify,0,deny,manual,4.48,5.6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.8,
6mg-velo-medium-strength-nicotine-pouches-20-pouches,,,,,,,,,Bright Spearmint,,,,,,,,VeloPouches6mgBrightSpearmint,31.7514659,shopify,144,deny,manual,4.48,5.6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.8,
6mg-velo-medium-strength-nicotine-pouches-20-pouches,,,,,,,,,Purple Grape (Royal Violet),,,,,,,,VeloPouchesMini6mgRoyalViolet,31.7514659,shopify,0,deny,manual,4.48,5.6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289013.webp?v=1763955265,lb,,2.8,
6mg-velo-medium-strength-nicotine-pouches-20-pouches,,,,,,,,,Creamy Latte,,,,,,,,VeloPouches6mgCreamyLatte,31.7514659,shopify,0,deny,manual,4.48,5.6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.8,
6mg-velo-medium-strength-nicotine-pouches-20-pouches,,,,,,,,,Crispy Peppermint,,,,,,,,VeloPouches6mgCrispyPeppermint,31.7514659,shopify,193,deny,manual,4.48,5.6,TRUE,TRUE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.8,
morko-51mg-danger-strong-fatal-freeze-nicotine-pouches-20-pouches,Mörkö 51mg Danger Strong Fatal Freeze Nicotine Pouches - 20 Pouches,"<p>Experience the ultimate in nicotine satisfaction with Mörkö 51mg Danger Strong Fatal Freeze pouches. This intense product offers an extreme nicotine level of 51mg/g, delivering approximately 30.6mg of nicotine per pouch for an unparalleled rush. The 20-pouch pack combines the invigorating flavours of spearmint and menthol, creating an icy blast that lives up to its ""Fatal Freeze"" name. These slim, all-white portions provide a long-lasting and potent experience, perfect for seasoned users seeking maximum nicotine impact. With its powerful formulation and refreshing taste, Mörkö Danger Strong Fatal Freeze pushes the boundaries of nicotine pouches, offering an intense and satisfying alternative for those who demand the strongest options available. Please note that due to its extreme strength, this product is recommended only for experienced users with high nicotine tolerance.<strong><br><br><br>Specifications:</strong></p>
<ul>
<li>Strength: 51mg Per Gram <br>
</li>
<li>Nicotine mg Per Pouch: 30.6mg<br>
</li>
<li>Danger Strong Strength<br>
</li>
<li>No Tobacco <br>
</li>
<li>Slim Pouch <br>
</li>
<li>Weight: 30g</li>
<li>Doses: 20 pouches</li>
</ul>
<p><br><strong>Direction of Use:<span> </span></strong>Place one pouch under your top or bottom lip. Position the pouch to the side of your lip for comfort. Remove after 30 to 60 minutes.</p>
<p><strong>Flavour: </strong></p>
<ul>
<li>Fatal Freeze </li>
</ul>
<!----><!---->",Morko,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"0mg, ice, nic_strength=51, nicotine_pouches, parse_attributes_0, pouch, tobacco",TRUE,Title,Default Title,,,,,,,,EH0165Z0150,31.7514659,shopify,327,deny,manual,3.76,4.7,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289896.webp?v=1763955255,1,267289896.webp,FALSE,Morko Mörkö 51mg Danger Strong Fatal Freeze Nicotine Pouc...,"Buy Morko Mörkö Danger Strong 51mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,EH0165Z0150,new,FALSE,,,,,,51mg,,,,,,,,,,,,,,,,,"morko, 51mg, 51 mg, freeze, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289896.webp?v=1763955255,lb,,2.35,active
50mg-nois-slim-nicotine-pouches-27-pouches,50mg NOIS Slim Nicotine Pouches - 27 Pouches,"<p data-end=""524"" data-start=""0"">Crafted for convenience, 50mg NOIS Slim Nicotine Pouches - 27 Pouches offer a satisfying and discreet option for those seeking a smoke-free and tobacco-free alternative. These pouches provide a long-lasting and smooth release of nicotine, without the need for vaping or smoking. Its compact and portable design allows for easy placement under the lip, providing a refreshing sensation without any lingering odors. Each pouch is expertly formulated for a balanced and enjoyable experience, making it the perfect choice for both novice and experienced users.</p>
<p data-end=""524"" data-start=""0""><strong>Specifications:</strong></p>
<ul>
<li data-end=""524"" data-start=""0"">Nicotine Strength: 50mg/g Strength</li>
<li data-end=""524"" data-start=""0"">Tobacco-Free</li>
<li data-end=""524"" data-start=""0"">Smoke-Free</li>
<li data-end=""524"" data-start=""0"">Format: Slim</li>
<li>27 Pouches Per Pack</li>
</ul>
<p><strong>Flavours:</strong></p>
<ul>
<li>Extreme</li>
<li>Blueberry Extreme</li>
<li>Cherry Extreme </li>
<li>Cool Strong Extreme</li>
<li>Grape Extreme </li>
<li>Mango Extreme</li>
<li>Watermelon Extreme</li>
</ul>
<p><strong>Direction of Use:</strong> Place one pouch under your top or bottom lip. Position the pouch to the side of your lip for comfort. Remove after 30 to 60 minutes.</p>",NOIS,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"0mg, fruity, ice, nic_salt, nic_strength=50, nicotine_pouches, parse_attributes_0, pouch, tobacco",TRUE,Flavour,Watermelon Extreme,,,,,,,,AH0069Z0155,31.7514659,shopify,216,deny,manual,3.12,3.9,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289795.webp?v=1763954926,1,267289795.webp,FALSE,50mg NOIS Slim Nicotine Pouches - 27 Pouches,"Buy NOIS NOIS 27 50mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,AH0069Z0155,new,FALSE,,,,,,50mg,,,,,,,,,,,,,,,,,"nois, 50mg, 50 mg, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289802.webp?v=1763954931,lb,,1.95,active
50mg-nois-slim-nicotine-pouches-27-pouches,,,,,,,,,Extreme,,,,,,,,AH0064Z0155,31.7514659,shopify,223,deny,manual,3.12,3.9,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289796.webp?v=1763954928,2,267289796.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289799.webp?v=1763954933,lb,,1.95,
50mg-nois-slim-nicotine-pouches-27-pouches,,,,,,,,,Cool Strong Extreme,,,,,,,,AH0070Z0155,31.7514659,shopify,207,deny,manual,3.12,3.9,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289797.webp?v=1763954932,3,267289797.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289798.webp?v=1763954937,lb,,1.95,
50mg-nois-slim-nicotine-pouches-27-pouches,,,,,,,,,Grape Extreme,,,,,,,,AH0067Z0155,31.7514659,shopify,445,deny,manual,3.12,3.9,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289798.webp?v=1763954937,4,267289798.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289800.webp?v=1763954934,lb,,1.95,
50mg-nois-slim-nicotine-pouches-27-pouches,,,,,,,,,Mango Extreme,,,,,,,,AH0066Z0155,31.7514659,shopify,197,deny,manual,3.12,3.9,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289799.webp?v=1763954933,5,267289799.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289801.webp?v=1763954935,lb,,1.95,
50mg-nois-slim-nicotine-pouches-27-pouches,,,,,,,,,Cherry Extreme,,,,,,,,AH0068Z0155,31.7514659,shopify,0,deny,manual,3.12,3.9,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289800.webp?v=1763954934,6,267289800.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289797.webp?v=1763954932,lb,,1.95,
50mg-nois-slim-nicotine-pouches-27-pouches,,,,,,,,,Blueberry Extreme,,,,,,,,AH0065Z0155,31.7514659,shopify,151,deny,manual,3.12,3.9,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289801.webp?v=1763954935,7,267289801.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289796.webp?v=1763954928,lb,,1.95,
50mg-nois-slim-nicotine-pouches-27-pouches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289802.webp?v=1763954931,8,267289802.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11mg-ubbs-cola-ice-strong-nicotine-pouches-20-pouches,11mg Übbs Cola Ice Strong Nicotine Pouches - 20 Pouches,"<p data-mce-fragment=""1""><span data-mce-fragment=""1"">Übbs Strong Nicotine Pouches! </span>Discover a refreshing burst of flavour with 11mg. Each convenient pack contains 20 pouches that quickly disperse nicotine in your mouth for a satisfying hit without smoke or unpleasant odours. Designed for those seeking a clean and enjoyable alternative to traditional tobacco products, Übbs Nicotine Pouches offer a convenient and discreet way to enjoy nicotine without tobacco. With a wide range of flavours and a focus on convenience, these pouches are perfect for anyone looking for a new, smoke-free nicotine experience.<br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Specifications:</strong><br data-mce-fragment=""1""></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Strength: 11 mg/g</li>
<li data-mce-fragment=""1"">Regular Strength </li>
<li data-mce-fragment=""1"">Weight: 30g </li>
<li data-mce-fragment=""1"">Doses: 20 pouches</li>
</ul>
<p data-mce-fragment=""1""><strong data-mce-fragment=""1"">Direction of Use:</strong><span data-mce-fragment=""1""> </span>Place one pouch under your top or bottom lip. Position the pouch to the side of your lip for comfort. Remove after 30 to 60 minutes. <br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavour: <br data-mce-fragment=""1""></strong></p>
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Cola Ice </li>
</ul>",Übbs,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"11mg, ice, nic_strength=11, nicotine_pouches, parse_attributes_0, pouch, tobacco, traditional_nicotine",TRUE,Title,Default Title,,,,,,,,AJ0076X0467,31.7514659,shopify,102,deny,manual,4,5,TRUE,TRUE,,,,,18904415401331,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289308.webp?v=1763954886,1,267289308.webp,FALSE,11mg Übbs Cola Ice Strong Nicotine Pouches - 20 Pouches,"Buy Übbs Übbs Cola Ice 11mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,AJ0076X0467,new,FALSE,,,,,,,,,,,,,,,,,,,,,,,"übbs, 11mg, 11 mg, cola, ice, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289308.webp?v=1763954886,lb,,2.5,active
20mg-clew-nicotine-pouches-20-pouches,20mg CLEW Nicotine Pouches - 20 Pouches,"<p><span>CLEW Nicotine Pouches in 20mg strength offer a modern, tobacco-free alternative for those seeking a clean and convenient nicotine experience. Each can contains 20 slim, discreet pouches designed for comfortable placement under the upper lip, delivering a smooth and steady release of nicotine throughout the day. These pouches are formulated with pharmaceutical-grade nicotine and premium flavourings, ensuring a gratifying sensation with every use.</span></p>
<p><strong>Specifications:</strong></p>
<ul>
<li><span>Nicotine Strength: 20mg</span></li>
<li><span>20 Pouches</span></li>
<li><span>Tobacco Free</span></li>
</ul>
<p><strong>Flavours:</strong></p>
<ul>
<li><span>Blueberry</span></li>
<li><span>Cool Mint</span></li>
<li><span>Menthol</span></li>
<li><span>Spearmint</span></li>
<li><span>Watermelon</span></li>
<li><span>Wintergreen</span></li>
<li><span>Coffee</span></li>
<li>
<span>Citrus</span><span></span>
</li>
</ul>",CLEW,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"0mg, beverages, fruity, ice, nic_salt, nic_strength=20, nicotine_pouches, parse_attributes_0, pouch",TRUE,Flavour,Menthol,,,,,,,,EI0361X0532,31.7514659,shopify,200,deny,manual,2.8,3.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289544.webp?v=1763954802,1,267289544.webp,FALSE,20mg CLEW Nicotine Pouches - 20 Pouches,"Buy CLEW CLEW 20mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,EI0361X0532,new,FALSE,,,,,,20mg,,,,,,,,,,,,,,,,,"clew, 20mg, 20 mg, nicotine pouches, nic pouches, tobacco free",,lb,,1.75,active
20mg-clew-nicotine-pouches-20-pouches,,,,,,,,,Blueberry,,,,,,,,EI0357X0532,31.7514659,shopify,187,deny,manual,2.8,3.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289545.webp?v=1763954802,2,267289545.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,1.75,
20mg-clew-nicotine-pouches-20-pouches,,,,,,,,,Watermelon,,,,,,,,EI0363X0532,31.7514659,shopify,195,deny,manual,2.8,3.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289546.webp?v=1763954803,3,267289546.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,1.75,
20mg-clew-nicotine-pouches-20-pouches,,,,,,,,,Spearmint,,,,,,,,EI0362X0532,31.7514659,shopify,183,deny,manual,2.8,3.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289547.webp?v=1763954803,4,267289547.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,1.75,
20mg-clew-nicotine-pouches-20-pouches,,,,,,,,,Coffee,,,,,,,,EI0359X0532,31.7514659,shopify,196,deny,manual,2.8,3.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289548.webp?v=1763954803,5,267289548.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,1.75,
20mg-clew-nicotine-pouches-20-pouches,,,,,,,,,Cool Mint,,,,,,,,EI0360X0532,31.7514659,shopify,200,deny,manual,2.8,3.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289549.webp?v=1763954804,6,267289549.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,1.75,
20mg-clew-nicotine-pouches-20-pouches,,,,,,,,,Citrus,,,,,,,,EI0358X0532,31.7514659,shopify,192,deny,manual,2.8,3.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289550.webp?v=1763954805,7,267289550.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,1.75,
20mg-clew-nicotine-pouches-20-pouches,,,,,,,,,Wintergreen,,,,,,,,EI0364X0532,31.7514659,shopify,192,deny,manual,2.8,3.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289551.webp?v=1763954805,8,267289551.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,1.75,
20mg-clew-nicotine-pouches-20-pouches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289552.webp?v=1763954805,9,267289552.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11mg-velo-mild-strength-nicotine-pouches-20-pouches,11mg Velo Mild Strength Nicotine Pouches - 20 Pouches,"<p>Choose from a selection of premium elevated flavors and indulge in the refined and discreet experience of Velo's strong nicotine pouches. These pouches offer a luxurious and sophisticated nicotine sensation without the need for smoke or unpleasant odors, making them perfect for discerning buyers looking for a tobacco-free alternative. Made with expertise and designed for convenience, these smokeless pouches offer a range of elevated flavors that elevate your nicotine experience.<br><br><strong>Specifications:</strong><br></p>
<ul>
<li>Strength: 11mg/g</li>
<li>Mild Strength </li>
<li>Weight: 30g </li>
<li>Doses: 20 pouches</li>
</ul>
<p><strong>Direction of Use:</strong><span> </span>Place one pouch under your top or bottom lip. Position the pouch to the side of your lip for comfort. Remove after 30 to 60 minutes. <br><br><strong>Flavour: <br></strong></p>
<ul>
<li><span style=""font-size: 0.875rem;"">Orange Spark </span></li>
<li>
<span style=""font-size: 0.875rem;"">Peppermint Storm  </span><br>
</li>
</ul>",Velo,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"11mg, fruity, ice, nic_strength=11, nicotine_pouches, parse_attributes_0, pouch",TRUE,Flavour,Orange Spark,,,,,,,,VeloPouches11mgOrangeSpark,31.7514659,shopify,0,deny,manual,4.48,5.6,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289596.webp?v=1763954574,1,267289596.webp,FALSE,11mg Velo Mild Strength Nicotine Pouches - 20 Pouches,"Buy Velo Velo Mild Strength 11mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,VeloPouches11mgOrangeSpark,new,FALSE,,,,,,,,,,,,,,,,,,,,,,,"velo, 11mg, 11 mg, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289598.webp?v=1763954578,lb,,2.8,active
11mg-velo-mild-strength-nicotine-pouches-20-pouches,,,,,,,,,Freezing peppermint,,,,,,,,VeloPouches11mgFreeze,31.7514659,shopify,0,deny,manual,3.76,4.7,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289598.webp?v=1763954578,2,267289598.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289603.webp?v=1763954581,lb,,2.35,
11mg-velo-mild-strength-nicotine-pouches-20-pouches,,,,,,,,,Peppermint Storm,,,,,,,,VeloPouches11mgPeppermintStorm,31.7514659,shopify,128,deny,manual,4.48,5.6,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289601.webp?v=1763954580,3,267289601.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289601.webp?v=1763954580,lb,,2.8,
11mg-velo-mild-strength-nicotine-pouches-20-pouches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289603.webp?v=1763954581,4,267289603.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25mg-camo-nicotine-pouches-20-pouches,25mg Camo Nicotine Pouches - 20 Pouches,"<p>Discover a bold and fulfilling hit of nicotine with Camo Nicotine Pouches, now in a robust 25mg potency. This pack includes 20 expertly crafted pouches, providing a discreet and convenient alternative to traditional tobacco products. Camo's tobacco-free, smoke-free, and vapor-free pouches offer a clean and effective nicotine delivery system that can be enjoyed anytime, anywhere. Place a pouch between your gum and lip to experience a long-lasting nicotine release without the need for smoking or vaping. These slender pouches fit comfortably and discreetly under your lip, making them ideal for use. Whether you're looking to decrease your tobacco intake or searching for a stronger nicotine option, Camo's 25mg Nicotine Pouches deliver a potent and satisfying experience. Embrace the freedom of nicotine enjoyment without the limitations of smoking and discover why Camo is a popular choice for nicotine enthusiasts seeking an intense nicotine experience. <strong><br><br>Specifications:</strong></p>
<ul>
<li>Strength: 25 mg/g<br>
</li>
<li>Strong Strength<br>
</li>
<li>Weight: 30g<br>
</li>
<li>Doses: 20 pouches</li>
<li>Slim Pouches </li>
</ul>
<p><strong>Direction of Use: </strong>Place one pouch under your top or bottom lip. Position the pouch to the side of your lip for comfort. Remove after 30 to 60 minutes.</p>
<p><strong>Flavours:</strong>  <br></p>
<ul>
<li>Orange Bubblegum <br>
</li>
<li>Green Apple <br>
</li>
<li>Ice Cold Mint <br>
</li>
<li>Peppermint <br>
</li>
<li>Spice Citrus <br>
</li>
<li>Wild Mint <br><br>
</li>
</ul>
<!----><!---->",Camo,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"0mg, candy/sweets, fruity, ice, nic_strength=25, nicotine_pouches, parse_attributes_0, pouch, spices_&_herbs, traditional_nicotine",TRUE,Flavour,Green Apple,,,,,,,,EG0238Z0145,31.7514659,shopify,0,deny,manual,2.4,3,TRUE,TRUE,,,,,4779056490566,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289722.webp?v=1763954470,1,267289722.webp,FALSE,25mg Camo Nicotine Pouches - 20 Pouches,"Buy Camo Camo 25mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,EG0238Z0145,new,FALSE,,,,,,25mg,,,,,,,,,,,,,,,,,"camo, 25mg, 25 mg, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289724.webp?v=1763954478,lb,,1.5,active
25mg-camo-nicotine-pouches-20-pouches,,,,,,,,,Peppermint,,,,,,,,EG0240Z0145,31.7514659,shopify,0,deny,manual,2.4,3,TRUE,TRUE,,,,,4779056490467,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289723.webp?v=1763954482,2,267289723.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289726.webp?v=1763954479,lb,,1.5,
25mg-camo-nicotine-pouches-20-pouches,,,,,,,,,Orange Bubblegum,,,,,,,,EG0237Z0145,31.7514659,shopify,0,deny,manual,2.4,3,TRUE,TRUE,,,,,4779056490559,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289724.webp?v=1763954478,3,267289724.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289723.webp?v=1763954482,lb,,1.5,
25mg-camo-nicotine-pouches-20-pouches,,,,,,,,,Ice Cold Mint,,,,,,,,EG0239Z0145,31.7514659,shopify,0,deny,manual,2.4,3,TRUE,TRUE,,,,,4779056490573,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289725.webp?v=1763954475,4,267289725.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289725.webp?v=1763954475,lb,,1.5,
25mg-camo-nicotine-pouches-20-pouches,,,,,,,,,Spice Citrus,,,,,,,,EG0241Z0145,31.7514659,shopify,0,deny,manual,2.4,3,TRUE,TRUE,,,,,4779056490474,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289726.webp?v=1763954479,5,267289726.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289727.webp?v=1763954481,lb,,1.5,
25mg-camo-nicotine-pouches-20-pouches,,,,,,,,,WIld Mint,,,,,,,,EG0242Z0145,31.7514659,shopify,0,deny,manual,2.4,3,TRUE,TRUE,,,,,4779056490481,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289727.webp?v=1763954481,6,267289727.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289728.webp?v=1763954480,lb,,1.5,
