Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,nicotine_strength (product.metafields.custom.nicotine_strength),Showcase - Best Seller (product.metafields.custom.showcase_best_seller),Showcase - Featured (product.metafields.custom.showcase_featured),Showcase - Hero Accessories (product.metafields.custom.showcase_hero_accessories),Showcase - Hero CBD (product.metafields.custom.showcase_hero_cbd),Showcase - Hero Devices (product.metafields.custom.showcase_hero_devices),Showcase - Hero Disposables (product.metafields.custom.showcase_hero_disposables),Showcase - Hero E-Liquids (product.metafields.custom.showcase_hero_eliquids),Showcase - Hero Nicotine Pouches (product.metafields.custom.showcase_hero_nicotine_pouches),Showcase - Hero Pods/Coils (product.metafields.custom.showcase_hero_pods_coils),Showcase - New Arrival (product.metafields.custom.showcase_new_arrival),Google: Custom Product (product.metafields.mm-google-shopping.custom_product),E-liquid variety (product.metafields.shopify.e-liquid-variety),VG/PG ratio (product.metafields.shopify.vg-pg-ratio),Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products),Related products (product.metafields.shopify--discovery--product_recommendation.related_products),Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display),Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
16mg-maggie-lite-nicotine-pouches-20-pouches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289865.webp?v=1763940529,5,267289865.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12mg-nor-mini-nicotine-pouches-20-pouches,12mg NOR Mini Nicotine Pouches - 20 Pouches,"<p>Discover the perfect balance of discretion and satisfaction with 12mg NOR Mini Nicotine Pouches. This compact pack contains 20 expertly crafted, tobacco-free pouches designed to deliver a smooth and consistent nicotine experience. The mini size ensures an ultra-comfortable fit, making these pouches virtually undetectable under your lip for the ultimate in discreet usage. With a moderate 12mg nicotine strength, these pouches cater to both newcomers and experienced users seeking a controlled nicotine intake without the need for smoke or vapor. NOR's commitment to quality shines through in every pouch, offering a clean, satisfying alternative that can be enjoyed anytime, anywhere. Whether you're in a meeting, socializing, or simply relaxing, these mini pouches provide an effective and convenient way to manage your nicotine cravings. Embrace a modern, smoke-free lifestyle with NOR Mini Nicotine Pouches, and experience a new level of freedom and flexibility in your nicotine routine.<strong><br><br>Specifications:</strong></p>
<ul>
<li>Strength: 12mg/g <br>
</li>
<li>S3 Strength<br>
</li>
<li>Weight: 30g<br>
</li>
<li>Doses: 20 pouches<br>
</li>
<li>Mini Pouches <br><br><strong>Direction of Use: </strong>Place one pouch under your top or bottom lip. Position the pouch to the side of your lip for comfort. Remove after 30 to 60 minutes.</li>
</ul>
<p><strong>Flavours:  <br></strong></p>
<ul>
<li>Telemark | Mini | No.16 - Green Apple <br>
</li>
<li>Hardanger | Mini | No.14 - Strawberry <strong><br></strong><strong></strong>
</li>
</ul>
<!----><!---->",NOR,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"12mg, fruity, nic_salt, nic_strength=12, nicotine_pouches, parse_attributes_0, pouch",TRUE,Flavour,Telemark - Green Apple,,,,,,,,EG0320X0359,31.7514659,shopify,0,deny,manual,4.8,6,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289739.webp?v=1763940456,1,267289739.webp,FALSE,12mg NOR Mini Nicotine Pouches - 20 Pouches,"Buy NOR NOR Mini 12mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,EG0320X0359,new,FALSE,,,,,,,,,,,,,,,,,,,,,,,"nor, 12mg, 12 mg, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289740.webp?v=1763940462,lb,,3,active
12mg-nor-mini-nicotine-pouches-20-pouches,,,,,,,,,Hardanger - Strawberry,,,,,,,,EG0318X0359,31.7514659,shopify,0,deny,manual,4.8,6,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289740.webp?v=1763940462,2,267289740.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289741.webp?v=1763940460,lb,,3,
12mg-nor-mini-nicotine-pouches-20-pouches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289741.webp?v=1763940460,3,267289741.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43mg-cuba-black-nicotine-pouches-25-pouches,43mg CUBA Black Nicotine Pouches - 25 Pouches,"<div>Enhance your smoking experience without compromising your health with 43mg CUBA Black Nicotine Pouches! These discreet and well-balanced pouches provide 43mg of nicotine for a satisfying buzz. With a variety of tantalizing flavors to choose from, you can easily find the perfect one for you. Each pack contains 25 pouches, making it convenient and discreet to enjoy smoke-free and nicotine-filled experiences.</div>
<div><strong><br>Specifications</strong></div>
<ul>
<li>25 portions per pouch </li>
<li>strength - 43mg  </li>
</ul>
<p><strong>Flavours </strong><br></p>
<ul>
<li>Blueberry</li>
<li>Cherry</li>
<li>Cola</li>
<li>Double Fresh</li>
<li>Forest Berries</li>
<li>Ice Spearmint</li>
<li>Pineapple</li>
<li>Watermelon</li>
<li>Banana Hit <br>
</li>
<li>Blackcurrant </li>
<li>Peach </li>
<li>Apple Juice </li>
<li>Grape </li>
</ul>
<p> </p>",CUBA,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"0mg, beverages, fruity, ice, nic_strength=43, nicotine_pouches, parse_attributes_0, pouch",TRUE,Flavour,Watermelon,,,,,,,,BU0164X0439,49.8951607,shopify,12,deny,manual,4.08,5.1,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289474.webp?v=1763940285,1,267289474.webp,FALSE,43mg CUBA Black Nicotine Pouches - 25 Pouches,"Buy CUBA CUBA Black 25 43mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,BU0164X0439,new,FALSE,,,,,,43mg,TRUE,,,,,,,,,,,,,,,,"cuba, 43mg, 43 mg, nicotine pouches, nic pouches, tobacco free",,lb,,2.55,active
43mg-cuba-black-nicotine-pouches-25-pouches,,,,,,,,,Grape,,,,,,,,EF0388X0439,49.8951607,shopify,0,deny,manual,4.08,5.1,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289475.webp?v=1763940285,2,267289475.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.55,
43mg-cuba-black-nicotine-pouches-25-pouches,,,,,,,,,Cola,,,,,,,,BU0167X0439,49.8951607,shopify,0,deny,manual,4.08,5.1,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289476.webp?v=1763940285,3,267289476.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.55,
43mg-cuba-black-nicotine-pouches-25-pouches,,,,,,,,,Pineapple,,,,,,,,BU0166X0439,49.8951607,shopify,0,deny,manual,4.08,5.1,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289477.webp?v=1763940286,4,267289477.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.55,
43mg-cuba-black-nicotine-pouches-25-pouches,,,,,,,,,Cherry,,,,,,,,BU0163X0439,49.8951607,shopify,0,deny,manual,4.08,5.1,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289478.webp?v=1763940286,5,267289478.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.55,
43mg-cuba-black-nicotine-pouches-25-pouches,,,,,,,,,Peach,,,,,,,,EE0190X0439,49.8951607,shopify,0,deny,manual,4.08,5.1,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289479.webp?v=1763940286,6,267289479.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.55,
43mg-cuba-black-nicotine-pouches-25-pouches,,,,,,,,,Apple Juice,,,,,,,,EF0387X0439,49.8951607,shopify,0,deny,manual,4.08,5.1,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289480.webp?v=1763940286,7,267289480.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.55,
43mg-cuba-black-nicotine-pouches-25-pouches,,,,,,,,,Ice Spearmint,,,,,,,,BU0162X0439,49.8951607,shopify,0,deny,manual,4.08,5.1,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289481.webp?v=1763940287,8,267289481.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.55,
43mg-cuba-black-nicotine-pouches-25-pouches,,,,,,,,,Banana Hit,,,,,,,,EE0188X0439,49.8951607,shopify,0,deny,manual,4.08,5.1,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289482.webp?v=1763940287,9,267289482.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.55,
43mg-cuba-black-nicotine-pouches-25-pouches,,,,,,,,,Forest Berries,,,,,,,,BU0168X0439,49.8951607,shopify,0,deny,manual,4.08,5.1,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289483.webp?v=1763940288,10,267289483.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.55,
43mg-cuba-black-nicotine-pouches-25-pouches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289484.webp?v=1763940288,11,267289484.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43mg-cuba-black-nicotine-pouches-25-pouches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289485.webp?v=1763940289,12,267289485.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43mg-cuba-black-nicotine-pouches-25-pouches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289486.webp?v=1763940289,13,267289486.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18mg-garant-mint-nicotine-pouch-20-pouches,18mg Garant Mint Nicotine Pouch - 20 Pouches,"<p>Garant Ice Cool Nicotine Pouches in 18mg - 20 Pouches offer a refreshing, revitalizing flavour with a crisp, long-lasting mint taste for up to 45 minutes. These premium, tobacco-free pouches are made with natural plant-based fibers, providing a superior nicotine experience without the negative effects of smoking or vaping. Designed in a slim, pure white format, they offer a discreet option for use in any situation, from work to social gatherings. Experience a modern, refined way of consuming nicotine with Garant - the evolution of nicotine consumption. Perfect for those looking to quit smoking or seeking a milder nicotine option, these pouches deliver consistent satisfaction every time. Don't miss out on this revolutionary product that's transforming nicotine consumption. <br></p>
<p><strong>Specifications:</strong></p>
<ul>
<li><span>18mg per gram </span></li>
<li><span>20 Pouches</span></li>
<li>Tobacco Free </li>
<li>Long Lasting Flavour</li>
</ul>
<p><strong>Flavour:<br></strong></p>
<ul>
<li>Mint</li>
</ul>
<p><strong>Direction of Use:</strong> Place one pouch under your top or bottom lip. Position the pouch to the side of your lip for comfort. Remove after 30 to 60 minutes.</p>
<p><span><strong>Ingredients: </strong>Cellulose (E460), Salt, Acidtity Regulator (E500), Water, Humectant (E1520), Sucralose (E955), Flavouring, Nicotine. </span></p>",Garant,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"18mg, ice, nic_strength=18, nicotine_pouches, parse_attributes_0, pouch, tobacco, unflavoured",TRUE,Title,Default Title,,,,,,,,AB0199X0525,13.6077711,shopify,0,deny,manual,3.2,4,TRUE,TRUE,,,,,HC00-Q0KH-T00S-4W0A,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289686.webp?v=1763939692,1,267289686.webp,FALSE,18mg Garant Mint Nicotine Pouch - 20 Pouches | Nicotine P...,"Buy Garant Garant Mint 18mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,AB0199X0525,new,FALSE,,,,,,,,,,,,,,,,,,,,,,,"garant, 18mg, 18 mg, mint, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289686.webp?v=1763939692,lb,,2,active
50mg-kingston-nicotine-pouches-20-pouches,50mg Kingston Nicotine Pouches - 20 Pouches,"<p>Experience a safe and convenient way to consume nicotine with 50mg Kingston Nicotine Pouches - 20 Pouches. Each pouch is designed to gradually release nicotine over time when tucked between the lip and gum. Choose from a variety of flavours to find the perfect fit for your personal preferences. Perfect for reducing smoking or non-smoking locations, these pouches offer a healthier alternative to traditional methods. <br> </p>
<p><strong data-mce-fragment=""1"">Specifications:</strong><br data-mce-fragment=""1""></p>
<ul>
<li data-mce-fragment=""1"">Strength: X-Strong 32.5mg Per Pouch </li>
<li data-mce-fragment=""1"">Weight: 30g</li>
<li data-mce-fragment=""1"">Doses: 20 pouches</li>
</ul>
<p><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavour:</strong></p>
<ul>
<li>Blackcurrant Ice</li>
<li>Blue Raspberry Ice<br>
</li>
<li>Bubblegum Ice<br>
</li>
<li>Fresh Mint<br>
</li>
<li>Mango Melon Berries Ice<br>
</li>
<li>Lemon Citrus Ice<br>
</li>
<li>Minty Menthol<br>
</li>
<li>Strawberry Ice<br>
</li>
<li>Watermelon Ice<br>
</li>
<li>Zingberry<br>
</li>
<li>Grape Ice</li>
<li>Cherry Cola</li>
</ul>
<p> </p>",Kingston,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"0mg, beverages, candy/sweets, fruity, ice, nic_strength=50, nicotine_pouches, parse_attributes_0, pouch, traditional_nicotine",TRUE,Flavour,Cherry Cola,,,,,,,,AB0066X0256,31.7514659,shopify,0,deny,manual,3.6,4.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267288985.webp?v=1763939166,1,267288985.webp,FALSE,50mg Kingston Nicotine Pouches - 20 Pouches,"Buy Kingston Kingston 50mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,AB0066X0256,new,FALSE,,,,,,50mg,TRUE,,,,,,,,,,,,,,,,"kingston, 50mg, 50 mg, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267288997.webp?v=1763939174,lb,,2.25,active
50mg-kingston-nicotine-pouches-20-pouches,,,,,,,,,Strawberry Ice,,,,,,,,ED0265X0256,31.7514659,shopify,0,deny,manual,3.6,4.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267288986.webp?v=1763939166,2,267288986.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.25,
50mg-kingston-nicotine-pouches-20-pouches,,,,,,,,,Fresh Mint,,,,,,,,ED0261X0256,31.7514659,shopify,0,deny,manual,3.6,4.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267288987.webp?v=1763939167,3,267288987.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.25,
50mg-kingston-nicotine-pouches-20-pouches,,,,,,,,,Watermelon Ice,,,,,,,,ED0266X0256,31.7514659,shopify,0,deny,manual,3.6,4.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267288988.webp?v=1763939167,4,267288988.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.25,
50mg-kingston-nicotine-pouches-20-pouches,,,,,,,,,Bubblegum Ice,,,,,,,,ED0260X0256,31.7514659,shopify,0,deny,manual,3.6,4.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267288989.webp?v=1763939168,5,267288989.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.25,
50mg-kingston-nicotine-pouches-20-pouches,,,,,,,,,Blackcurrant Ice,,,,,,,,ED0258X0256,31.7514659,shopify,0,deny,manual,3.6,4.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267288990.webp?v=1763939168,6,267288990.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.25,
50mg-kingston-nicotine-pouches-20-pouches,,,,,,,,,Grape Ice,,,,,,,,AB0072X0256,31.7514659,shopify,0,deny,manual,3.6,4.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267288991.webp?v=1763939168,7,267288991.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267288996.webp?v=1763939171,lb,,2.25,
50mg-kingston-nicotine-pouches-20-pouches,,,,,,,,,Blue Raspberry Ice,,,,,,,,ED0259X0256,31.7514659,shopify,0,deny,manual,3.6,4.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267288992.webp?v=1763939169,8,267288992.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.25,
50mg-kingston-nicotine-pouches-20-pouches,,,,,,,,,Zingberry,,,,,,,,ED0267X0256,31.7514659,shopify,0,deny,manual,3.6,4.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267288993.webp?v=1763939169,9,267288993.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.25,
50mg-kingston-nicotine-pouches-20-pouches,,,,,,,,,Minty Menthol,,,,,,,,ED0264X0256,31.7514659,shopify,0,deny,manual,3.6,4.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267288994.webp?v=1763939169,10,267288994.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.25,
50mg-kingston-nicotine-pouches-20-pouches,,,,,,,,,Lemon Citrus Ice,,,,,,,,ED0263X0256,31.7514659,shopify,0,deny,manual,3.6,4.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267288995.webp?v=1763939169,11,267288995.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.25,
50mg-kingston-nicotine-pouches-20-pouches,,,,,,,,,Mango Melon Berries Ice,,,,,,,,ED0262X0256,31.7514659,shopify,1,deny,manual,3.6,4.5,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267288996.webp?v=1763939171,12,267288996.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lb,,2.25,
50mg-kingston-nicotine-pouches-20-pouches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267288997.webp?v=1763939174,13,267288997.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10mg-vito-nicotine-pouches-20-pouches,10mg VITO Nicotine Pouches - 20 Pouches,"<p><meta charset=""UTF-8""><span>VITO Nicotine Pouches 10mg offer a balanced nicotine strength ideal for users seeking a moderate yet satisfying tobacco-free nicotine experience. Each pouch delivers 10mg of nicotine in a discreet, smoke-free format that fits comfortably between the lip and gum, providing a smooth and steady release of nicotine without the mess or odor of traditional tobacco products. Designed for adult users aged 21 and over, these pouches are easy to use anytime and anywhere, supporting a cleaner alternative to smoking or vaping.</span><br></p>
<p><strong>Specifications:</strong></p>
<ul>
<li><span>Nicotine Strength: 10mg</span></li>
<li><span>20 Pouches</span></li>
<li><span>Tobacco Free</span></li>
</ul>
<p><strong>Flavours:</strong></p>
<ul>
<li>Berry Frost</li>
<li>Classic Tobacco</li>
<li>Ice Cool<br>
</li>
<li>Spearmint</li>
<li>Tropical Mango</li>
<li>Watermelon<span></span>
</li>
</ul>",VITO,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"0mg, fruity, ice, nic_salt, nic_strength=10, nicotine_pouches, parse_attributes_0, pouch, tobacco, traditional_nicotine",TRUE,Flavour,Watermelon,,,,,,,,AH0167X0529,31.7514659,shopify,299,deny,manual,2.56,3.2,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289839.webp?v=1763938722,1,267289839.webp,FALSE,10mg VITO Nicotine Pouches - 20 Pouches,"Buy VITO VITO 10mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,AH0167X0529,new,FALSE,,,,,,,,,,,,,,,,,,,,,,,"vito, 10mg, 10 mg, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289845.webp?v=1763938731,lb,,1.6,active
10mg-vito-nicotine-pouches-20-pouches,,,,,,,,,Spearmint,,,,,,,,AH0170X0529,31.7514659,shopify,99,deny,manual,2.56,3.2,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289840.webp?v=1763938729,2,267289840.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289843.webp?v=1763938727,lb,,1.6,
10mg-vito-nicotine-pouches-20-pouches,,,,,,,,,Tropical Mango,,,,,,,,AH0171X0529,31.7514659,shopify,298,deny,manual,2.56,3.2,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289841.webp?v=1763938732,3,267289841.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289844.webp?v=1763938735,lb,,1.6,
10mg-vito-nicotine-pouches-20-pouches,,,,,,,,,Classic Tobacco,,,,,,,,AH0168X0529,31.7514659,shopify,70,deny,manual,2.56,3.2,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289842.webp?v=1763938730,4,267289842.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289841.webp?v=1763938732,lb,,1.6,
10mg-vito-nicotine-pouches-20-pouches,,,,,,,,,Ice Cool,,,,,,,,AH0169X0529,31.7514659,shopify,300,deny,manual,2.56,3.2,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289843.webp?v=1763938727,5,267289843.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289842.webp?v=1763938730,lb,,1.6,
10mg-vito-nicotine-pouches-20-pouches,,,,,,,,,Berry Frost,,,,,,,,AH0166X0529,31.7514659,shopify,299,deny,manual,2.56,3.2,TRUE,TRUE,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289844.webp?v=1763938735,6,267289844.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289840.webp?v=1763938729,lb,,1.6,
10mg-vito-nicotine-pouches-20-pouches,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289845.webp?v=1763938731,7,267289845.webp,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3mg-on-mini-regular-mint-nicotine-pouches-20-pouches,3mg On! Mini Regular Mint Nicotine Pouches - 20 Pouches,"<span data-mce-fragment=""1"">Discover a new way to enjoy nicotine with 3mg On! Mini Regular Mint Nicotine Pouches - the perfect addition to your daily routine. These discreet, flavour-packed pouches deliver a satisfying nicotine experience with each use. Featuring 20 mini pouches per can, they're easy to store and take on the go. Plus, satisfying your cravings has never been more enjoyable. Ideal for both new and seasoned nicotine users, these pouches provide a versatile and convenient option for nicotine enjoyment. Try them today and see why they're a must-have for any tobacco enthusiast! </span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Specifications:</strong><br data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Strength: 3 mg Per Pouch </li>
<li data-mce-fragment=""1"">Regular Strength</li>
<li data-mce-fragment=""1"">Weight: 30g</li>
<li data-mce-fragment=""1"">Doses: 20 pouches</li>
</ul>
<br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Direction of Use:</strong><span data-mce-fragment=""1""> Place one pouch under your top or bottom lip. Position the pouch to the side of your lip for comfort. Remove after 30 to 60 minutes.</span><br data-mce-fragment=""1""><br data-mce-fragment=""1""><strong data-mce-fragment=""1"">Flavour:</strong><br data-mce-fragment=""1"">
<ul data-mce-fragment=""1"">
<li data-mce-fragment=""1"">Mint </li>
</ul>",On!,Health & Beauty > Health Care > Medicine & Drugs > Smoking Cessation Aids,Smoking Products,"3mg, ice, nic_strength=3, nicotine_pouches, parse_attributes_0, pouch, tobacco",TRUE,Title,Default Title,,,,,,,,EB0181X0473,31.7514659,shopify,0,deny,manual,7.58,9.48,TRUE,TRUE,,,,,0000073188025,https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289331.webp?v=1763938616,1,267289331.webp,FALSE,3mg On! Mini Regular Mint Nicotine Pouches - 20 Pouches,"Buy On! On! Mini Regular 3mg nicotine pouches. Tobacco-free, discreet pouches. Fast UK delivery, 18+ age verified.",Health & Beauty > Health Care > Medicine & Drugs,unisex,adult,EB0181X0473,new,FALSE,,,,,,3mg,,,,,,,,,,,,,,,,,"on!, 3mg, 3 mg, mint, nicotine pouches, nic pouches, tobacco free",https://cdn.shopify.com/s/files/1/0901/3696/9543/files/267289331.webp?v=1763938616,lb,,4.74,active
